method,caliper,n_matched,retention,max_smd,mean_smd,att,se,bias,mse,coverage,ci_width,replication,scenario_id,n,treatment_prevalence,overlap_name,overlap_level,confounding_name,confounding_strength
ACS-Weighted,0.6,327,0.654,0.058428544250212315,0.04448855369230267,0.60189298415276,0.09797856402782093,0.10189298415276005,0.019981979228508417,1.0,0.3855000937791631,33,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,306,0.6283367556468172,0.0587606030678948,0.023288106051927878,0.5862696152973773,0.09960076780882156,0.08626961529737731,0.01736275947166426,1.0,0.3919832747736536,34,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,310,0.6365503080082136,0.0709159379561577,0.028152706578378723,0.6079629494188873,0.09886758598188403,0.10796294941888729,0.021430798005110448,1.0,0.38907774088397123,34,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,327,0.6714579055441479,0.05907607912133644,0.030263013629253887,0.6895607405480795,0.09871503295472685,0.18956074054807948,0.045677932088389106,1.0,0.3883977565812742,34,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,487,1.0,0.5365061353248236,0.30524349923610883,1.8657151463097674,0.10355644765631136,1.3657151463097674,1.8759017987111037,0.0,0.40694725801152964,34,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,341,0.7002053388090349,0.08333382816293076,0.04130936154774328,0.7690736013437427,0.09812159979141731,0.2690736013437427,0.08202845128571844,0.0,0.38600364912748053,34,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,327,0.6714579055441479,0.05907607912133644,0.030263013629253887,0.6895607405480795,0.09871503295472685,0.18956074054807948,0.045677932088389106,1.0,0.3883977565812742,34,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.7,341,0.7002053388090349,0.08333382816293076,0.04130936154774328,0.7690736013437427,0.09812159979141731,0.2690736013437427,0.08202845128571844,0.0,0.38600364912748053,34,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,281,0.5758196721311475,0.04823936699878207,0.029526410089170025,0.3559991882159504,0.10377501088305603,-0.1440008117840496,0.03150548667824368,1.0,0.40855651016641137,35,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,285,0.5840163934426229,0.049062228862770965,0.02022447080851974,0.35086303114719314,0.1044397502363741,-0.14913696885280686,0.03314949690803928,1.0,0.4111484155916808,35,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,306,0.6270491803278688,0.07182773102747561,0.043300545589209725,0.45921483552540715,0.10263714118771138,-0.04078516447459285,0.012197812392405789,1.0,0.40393305795983664,35,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,488,1.0,0.5366579224641808,0.36558201066275253,1.758140543582863,0.1074788252321841,1.258140543582863,1.5944693252802724,0.0,0.42235891634810097,35,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,324,0.6639344262295082,0.0774207560943015,0.05727880974238748,0.5907006448566667,0.1019406825388242,0.09070064485666673,0.018618509733896525,1.0,0.4011030691884119,35,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.4,300,0.6147540983606558,0.06659839561274536,0.031749759183833305,0.44410453776331715,0.10440808010956303,-0.05589546223668285,0.014025349890817369,1.0,0.4109355170755886,35,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.7,324,0.6639344262295082,0.0774207560943015,0.05727880974238748,0.5907006448566667,0.1019406825388242,0.09070064485666673,0.018618509733896525,1.0,0.4011030691884119,35,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,299,0.598,0.053455940262798374,0.022890963047863238,0.36872246402116526,0.10215030445139187,-0.13127753597883474,0.027668476152186296,1.0,0.4020547125714953,36,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,303,0.606,0.05274364223115852,0.02107360100401817,0.3655933329082339,0.1007086103381845,-0.13440666709176607,0.028207376354965112,1.0,0.3963589235034244,36,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,324,0.648,0.047540738948250276,0.032098694612728386,0.4259907798279567,0.09528939531475446,-0.07400922017204331,0.01455743352992553,1.0,0.37493244080742183,36,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,500,1.0,0.5843618113436359,0.3554149844811032,1.8352239632144898,0.10328607789198448,1.3352239632144898,1.7934910458285183,0.0,0.40585838582845146,36,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,341,0.682,0.08582438801625297,0.055712717950686275,0.526296492971759,0.09583642100298852,0.026296492971758956,0.009876125133275827,1.0,0.3770139123812662,36,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.9,356,0.712,0.1097746350588966,0.07391267068441083,0.5898778093113266,0.09219176718231688,0.0898778093113266,0.016577342542801708,1.0,0.36262136128305483,36,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,356,0.712,0.1097746350588966,0.07391267068441083,0.5898778093113266,0.09219176718231688,0.0898778093113266,0.016577342542801708,1.0,0.36262136128305483,36,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,315,0.6481481481481481,0.08006528000180343,0.029438767882471868,0.5760238553345715,0.09566035537079555,0.07602385533457146,0.014930530169598742,1.0,0.3764326240156932,37,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,316,0.6502057613168725,0.09588091911949805,0.0361566072213347,0.5775168988885776,0.09569102324612928,0.0775168988885776,0.015165641543193218,1.0,0.37654868001662,37,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,331,0.6810699588477366,0.12043264118864427,0.042206233741927286,0.6423440180445101,0.09307320074191208,0.14234401804451013,0.028924440169400094,1.0,0.3661832313810578,37,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,486,1.0,0.5190910932872996,0.36116659256856193,1.9215933149232256,0.10593962253713858,1.4215933149232256,2.0321507566577166,0.0,0.4163145974413578,37,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.45,328,0.6748971193415638,0.09186759911354621,0.040789589184065965,0.6173749792850464,0.09387888757486082,0.11737497928504637,0.022590131294458422,1.0,0.36936556425087935,37,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,328,0.6748971193415638,0.09186759911354621,0.040789589184065965,0.6173749792850464,0.09387888757486082,0.11737497928504637,0.022590131294458422,1.0,0.36936556425087935,37,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,403,0.8292181069958847,0.23117571757657052,0.1611411310086813,1.1424334118281483,0.09314187258788162,0.6424334118281483,0.4213960970623324,0.0,0.36621198479425665,37,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,278,0.562753036437247,0.08116339654487074,0.03546214236224709,0.43019739365823906,0.10902203076745759,-0.06980260634176094,0.016758207044763315,1.0,0.42923391811727596,38,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,283,0.5728744939271255,0.093068116426019,0.03772888654020366,0.43144289915452366,0.1087604381547888,-0.06855710084547634,0.01652890898395845,1.0,0.42817068153517657,38,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,298,0.6032388663967612,0.11648978045592892,0.05471304990687915,0.44854532576994416,0.10846644398920785,-0.05145467423005584,0.014412552971785135,1.0,0.42692034965380626,38,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,494,1.0,0.5733702974485483,0.40534556388866694,1.9810954275741368,0.11262119647384138,1.4810954275741368,2.2063271994762146,0.0,0.4425534444326811,38,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.4,291,0.5890688259109311,0.09659000265628613,0.04106373456295503,0.4386123324940699,0.10893226184764118,-0.06138766750593011,0.01563468339306169,1.0,0.4287961399472512,38,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.35,287,0.5809716599190283,0.09518883750068607,0.040694764724002706,0.4470877353889222,0.10917566914285219,-0.052912264611077786,0.014719034479062244,1.0,0.4297794664212071,38,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,388,0.7854251012145749,0.30397378998653557,0.18896810588856675,1.0745014037955356,0.10004759544225768,0.5745014037955356,0.3400613843168187,0.0,0.3934097108554351,38,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,285,0.5987394957983193,0.11934839013961952,0.035917979592939867,0.4363851930052049,0.1014067081933488,-0.0636148069947951,0.014330164135596025,1.0,0.3992082258881392,39,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,292,0.6134453781512605,0.11649183524756622,0.0432538033553731,0.43929712143621574,0.10132963358245084,-0.06070287856378426,0.013952534107883288,1.0,0.3988637463347876,39,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,317,0.6659663865546218,0.13916852046071884,0.04447863622649923,0.5030891455477343,0.09781231847982438,0.0030891455477343177,0.00957679246661368,1.0,0.38489137908824,39,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,476,1.0,0.47562546088542806,0.28919267949467947,1.764045227577785,0.10564657215881465,1.264045227577785,1.6089715355710819,0.0,0.4151848531891993,39,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.05,277,0.5819327731092437,0.07934354738466136,0.03378336685672962,0.43458958848981183,0.1034527320698362,-0.06541041151018817,0.014980989706645471,1.0,0.4073133403273851,39,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,339,0.7121848739495799,0.12408780693451228,0.06330879864574519,0.6673229066988681,0.09850077597093551,0.16732290669886807,0.03769935797303453,1.0,0.387503492882453,39,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,359,0.7542016806722689,0.14392289085135943,0.09241353074204744,0.8025544711185344,0.09460618803142304,0.3025544711185344,0.10048953880765304,0.0,0.3721074274856997,39,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,302,0.6175869120654397,0.033063878693838346,0.019843493058119305,0.4237056226439804,0.10291474556099016,-0.07629437735601963,0.016412276870026065,1.0,0.40504702502542234,40,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,306,0.6257668711656442,0.039159921099745996,0.011910640701589975,0.4337508504579644,0.10234477161917603,-0.06624914954203559,0.014863402092824295,1.0,0.40278242445128154,40,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,326,0.6666666666666666,0.06128552021704191,0.02892539542556004,0.5125965802533735,0.09929570624738498,0.012596580253373513,0.01001831111324665,1.0,0.39068691520019216,40,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,489,1.0,0.45067064123778117,0.30178642504427927,1.6332172025023244,0.10211414766903158,1.1332172025023244,1.2946085272013668,0.0,0.40127532545684286,40,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,342,0.6993865030674846,0.08099027935073574,0.045343417214585825,0.5992382852706076,0.09887976491828757,0.09923828527060763,0.01962544517374631,1.0,0.388982143990092,40,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,333,0.6809815950920245,0.06274751887168616,0.03704754142608025,0.5427336731137352,0.09953894625497843,0.042733673113735215,0.01173416863934306,1.0,0.391613101374084,40,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,404,0.8261758691206544,0.20128624187140368,0.14095058839461239,0.9396271515960102,0.09610868373407158,0.4396271515960102,0.2025089115095171,0.0,0.37787395862376505,40,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,302,0.6125760649087221,0.05501280385980573,0.02323554829115893,0.5519269220633783,0.10340441610774116,0.051926922063378345,0.01338887850555905,1.0,0.40697424737944865,41,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,307,0.6227180527383367,0.02597589773898151,0.01392532258305139,0.5942544159117142,0.09915911320518328,0.09425441591171424,0.018716424650496763,1.0,0.39024004302353554,41,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,321,0.6511156186612576,0.05371088299316669,0.026138864364938025,0.6407814781658373,0.09840878530084382,0.1407814781658373,0.0295037136189457,1.0,0.387219867322745,41,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,493,1.0,0.5606375914008607,0.37092141826035085,1.9885600919949074,0.10626266809464585,1.4885600919949074,2.22710290211048,0.0,0.41756921855418483,41,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,338,0.6855983772819473,0.09857964336113102,0.04881160236922721,0.74514043497712,0.09507201258757915,0.24514043497712001,0.06913252043822442,0.0,0.37401867568038627,41,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,321,0.6511156186612576,0.05371088299316669,0.026138864364938025,0.6407814781658373,0.09840878530084382,0.1407814781658373,0.0295037136189457,1.0,0.387219867322745,41,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,405,0.821501014198783,0.23445185504901497,0.1677997674365067,1.1942576482287337,0.09412219726362518,0.6942576482287337,0.49085267014182493,0.0,0.37006085945878553,41,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,301,0.6206185567010309,0.07301857689004408,0.03277744087658319,0.48892587644879565,0.11192238654290472,-0.011074123551204351,0.012649256821886718,1.0,0.440504803010619,42,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,307,0.6329896907216495,0.06507526897226608,0.04217142154866737,0.5256940879580838,0.10827002129944391,0.02569408795808381,0.012382583668179785,1.0,0.426095962381454,42,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,327,0.6742268041237114,0.054626994695521264,0.03430685242589462,0.5868839047339472,0.1087903761336604,0.08688390473394725,0.01938415884112093,1.0,0.4280395474043492,42,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,485,1.0,0.46111549165714005,0.32539156665339375,1.6180585152586642,0.09913563357853647,1.1180585152586642,1.2598827173874265,0.0,0.3895787403782647,42,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,346,0.7134020618556701,0.0728569702756404,0.0451008555688616,0.6754034543892682,0.10113593932836469,0.1754034543892682,0.04099485003551875,1.0,0.3978412579115122,42,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.7,346,0.7134020618556701,0.0728569702756404,0.0451008555688616,0.6754034543892682,0.10113593932836469,0.1754034543892682,0.04099485003551875,1.0,0.3978412579115122,42,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.7,346,0.7134020618556701,0.0728569702756404,0.0451008555688616,0.6754034543892682,0.10113593932836469,0.1754034543892682,0.04099485003551875,1.0,0.3978412579115122,42,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,288,0.5975103734439834,0.055566312754912,0.02787296637587439,0.5251162625843293,0.1149449871261075,0.025116262584329307,0.013843176711626,1.0,0.4524841862181641,43,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,296,0.6141078838174274,0.033754803893581715,0.024972477544979364,0.5285573248892836,0.11263937749099759,0.028557324889283642,0.013503150166391554,1.0,0.4433571762796378,43,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,314,0.6514522821576764,0.0605292774652901,0.03625487183960161,0.6568401247581391,0.10668751200706096,0.15684012475813913,0.03598104995240542,1.0,0.4198307269073016,43,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,482,1.0,0.44598425642924444,0.3572343836591023,1.8263721035335783,0.104867244408177,1.3263721035335783,1.7702600959818535,0.0,0.41210900932663486,43,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,339,0.7033195020746889,0.0996215884051897,0.06858625445084933,0.7810010700555091,0.1042502480420157,0.2810010700555091,0.08982971558916293,0.0,0.41012200007503674,43,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,312,0.6473029045643154,0.051344529050833386,0.03178820501009713,0.6301713645367162,0.10717815415000095,0.13017136453671618,0.028431740872352017,1.0,0.4217720022687004,43,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,339,0.7033195020746889,0.0996215884051897,0.06858625445084933,0.7810010700555091,0.1042502480420157,0.2810010700555091,0.08982971558916293,0.0,0.41012200007503674,43,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,311,0.6533613445378151,0.0645198325695784,0.034273438829420494,0.4021830081015466,0.10117552259547542,-0.09781699189845339,0.019804650276529653,1.0,0.3981552102539119,44,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,317,0.6659663865546218,0.05894551042813578,0.03770875408047142,0.4187227723246794,0.0980894465578187,-0.08127722767532058,0.01622752726460507,1.0,0.385981877808453,44,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,337,0.707983193277311,0.07020428215828868,0.030761953707574546,0.550381803917158,0.09891491967529778,0.05038180391715796,0.012322487500317565,1.0,0.38914106362327794,44,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,476,1.0,0.4244205203647957,0.2708257236428405,1.4529381298436252,0.10357280408570765,0.9529381298436252,0.9188184050560424,0.0,0.40703506588055793,44,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,349,0.7331932773109243,0.08048348466676308,0.04104866642723628,0.6014383895785383,0.0975865112977075,0.10143838957853835,0.01981287406754491,1.0,0.38386712506575615,44,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.35,327,0.6869747899159664,0.06127657493630884,0.027863460741997224,0.5005145778987166,0.09695312856541131,0.0005145778987165617,0.009400173929035022,1.0,0.3814654820164194,44,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.7,349,0.7331932773109243,0.08048348466676308,0.04104866642723628,0.6014383895785383,0.0975865112977075,0.10143838957853835,0.01981287406754491,1.0,0.38386712506575615,44,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,310,0.6275303643724697,0.06276988793854486,0.03172622253121415,0.452743997947072,0.09855120005587313,-0.047256002052928014,0.011945468762479065,1.0,0.3878326541336752,45,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,311,0.6295546558704453,0.06202013081959093,0.037154758574077656,0.45345099112753134,0.09719431464523348,-0.046549008872468656,0.011613545026365812,1.0,0.38248799502408903,45,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,326,0.659919028340081,0.11146037126132394,0.03971839366635908,0.544138000129113,0.09358959311974599,0.04413800012911295,0.01070717499571718,1.0,0.3682357557304512,45,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,494,1.0,0.564835090987203,0.33996355947401086,1.7560406276348834,0.10365185930255794,1.2560406276348834,1.588381766206309,0.0,0.40730776081617304,45,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.45,322,0.6518218623481782,0.09642688582206241,0.029266124524959424,0.49828470984130574,0.09539921547548007,-0.0017152901586942604,0.00910395253366559,1.0,0.37537334277933854,45,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.35,317,0.6417004048582996,0.06564386077539153,0.03003780193657941,0.4948821631190125,0.09844542836059764,-0.005117836880987492,0.009717694619441957,1.0,0.38738266585980835,45,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.35,317,0.6417004048582996,0.06564386077539153,0.03003780193657941,0.4948821631190125,0.09844542836059764,-0.005117836880987492,0.009717694619441957,1.0,0.38738266585980835,45,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,315,0.6389452332657201,0.04464954204866753,0.018647236607071557,0.4104684882797891,0.08893179856099731,-0.0895315117202109,0.015924756386200063,1.0,0.3499551110905816,46,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,319,0.6470588235294118,0.0662864601701734,0.021538417590565507,0.45887930488896417,0.08881648653001288,-0.04112069511103583,0.009579279845950726,1.0,0.34948433885126723,46,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,332,0.6734279918864098,0.06584261520876365,0.026556025071095474,0.5493836795066067,0.08782891707912793,0.049383679506606715,0.010152666476903579,1.0,0.345546502869331,46,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,493,1.0,0.4811694503739705,0.2986090231687444,1.7622234125608252,0.09704449048153337,1.2622234125608252,1.6026255763495154,0.0,0.38134551655780147,46,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,345,0.6997971602434077,0.09321208888060316,0.04210747040654989,0.6236697776332705,0.08817025678392604,0.12366977763327047,0.02306820808120602,1.0,0.3468413410895809,46,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.15,316,0.640973630831643,0.05287162958359852,0.02078652806773739,0.4396973109791596,0.090495168411785,-0.060302689020840405,0.011825789809021514,1.0,0.3561027467089787,46,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,369,0.7484787018255578,0.12638593949012447,0.08371561230149673,0.7794484736475374,0.08562504350057772,0.27944847364753744,0.08542309749841426,0.0,0.3367515255662983,46,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,285,0.5912863070539419,0.06317819245016518,0.0367904938627786,0.48010019907217377,0.10662014017879523,-0.019899800927826228,0.01176385636871306,1.0,0.41973196609012187,47,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,287,0.5954356846473029,0.06506191939502619,0.04575452087419432,0.4568666944674684,0.10768970126259128,-0.043133305532531585,0.013457553804188874,1.0,0.42392982530875406,47,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,301,0.6244813278008299,0.05976096934990818,0.04275055155883182,0.6023175456598687,0.10576980633593781,0.10231754565986872,0.021656132082201112,1.0,0.416289440777988,47,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,482,1.0,0.563484248109991,0.4203337286175987,1.9794435454945956,0.10719678802102266,1.4794435454945956,2.2002443556676434,0.0,0.4212636878527176,47,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,310,0.6431535269709544,0.08486085759064928,0.04804046312925068,0.6711144239265502,0.10856899716420093,0.17111442392655019,0.041067373220955404,1.0,0.4272561095445957,47,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.7,318,0.6597510373443983,0.11685356252377556,0.06506732034934996,0.7346545927943968,0.1007752911419012,0.23465459279439682,0.06521843722423915,0.0,0.39654586450464757,47,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,396,0.8215767634854771,0.2723788073907721,0.19970223555780284,1.2260291181517984,0.09901259565425048,0.7260291181517984,0.5369217745024701,0.0,0.38931512328816886,47,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,312,0.631578947368421,0.11397542498189514,0.04621077353409068,0.5277385005741789,0.10563212400375187,0.027738500574178926,0.011927570035647737,1.0,0.4156879990917224,48,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,316,0.6396761133603239,0.07422195192586896,0.032629008616598315,0.5349451589098189,0.10222429634193794,0.03494515890981886,0.011670970893836839,1.0,0.40225741712654894,48,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,338,0.6842105263157895,0.06314094309146562,0.02727129810786831,0.6008150505684229,0.09860811903324565,0.10081505056842288,0.019887235560388405,1.0,0.3879299184728402,48,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,494,1.0,0.43298173892442793,0.3225474311055789,1.6517396099719206,0.09954397996643219,1.1517396099719206,1.3364131331258293,0.0,0.3911655406441601,48,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.9,368,0.7449392712550608,0.09615571411951937,0.06486983247255332,0.7004480841475683,0.09917972003918211,0.20044808414756832,0.050016051305481174,0.0,0.39006371193316425,48,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.9,368,0.7449392712550608,0.09615571411951937,0.06486983247255332,0.7004480841475683,0.09917972003918211,0.20044808414756832,0.050016051305481174,0.0,0.39006371193316425,48,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,368,0.7449392712550608,0.09615571411951937,0.06486983247255332,0.7004480841475683,0.09917972003918211,0.20044808414756832,0.050016051305481174,0.0,0.39006371193316425,48,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,289,0.6020833333333333,0.0554086087776776,0.02155038797651616,0.43694525384930827,0.10721279753101569,-0.06305474615069173,0.015470484966554737,1.0,0.42203999832437084,49,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,292,0.6083333333333333,0.06172743333049421,0.021252519536593503,0.4531616704327237,0.10602042005303276,-0.04683832956727629,0.0134341585848743,1.0,0.4173280849370824,49,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,312,0.65,0.0748397558184857,0.03494641388325898,0.6343143046714429,0.10175683120587026,0.1343143046714429,0.028394785136433155,1.0,0.4004377830779957,49,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,480,1.0,0.46600688308696336,0.33427876510187104,1.7745323460574334,0.10413348249633214,1.2745323460574334,1.635276483323479,0.0,0.40922976989015813,49,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.5,312,0.65,0.0748397558184857,0.03494641388325898,0.6343143046714429,0.10175683120587026,0.1343143046714429,0.028394785136433155,1.0,0.4004377830779957,49,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.35,301,0.6270833333333333,0.05977974906164285,0.025661730100581055,0.5614254906998002,0.10372132554226697,0.06142549069980019,0.014531204279956161,1.0,0.4082270177332372,49,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,338,0.7041666666666667,0.12376331780921528,0.07321861336991702,0.7704304932464522,0.10047261918737074,0.2704304932464522,0.08322739888388984,0.0,0.39526496755270846,49,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,312,0.6303030303030303,0.07843500168004117,0.03906883520594824,0.5560343490864399,0.09744062083403635,0.056034349086439894,0.012634522866063445,1.0,0.3834524495911595,50,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,317,0.6404040404040404,0.07969845775913154,0.040148325778444335,0.6239124653327994,0.09644988870289453,0.12391246533279943,0.024656880095652964,1.0,0.3795302192271579,50,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,336,0.6787878787878788,0.07530077395976964,0.040370536155662225,0.6876832856130952,0.0964973730326218,0.18768328561309522,0.04453675870072364,1.0,0.37963429280419175,50,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,495,1.0,0.520529832908237,0.3120193037572118,1.8321793109885978,0.10164233180310896,1.3321793109885978,1.7850328802404283,0.0,0.39940918196959285,50,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,355,0.7171717171717171,0.0991122967212468,0.05143873884679139,0.7750472416118911,0.0918340991777611,0.2750472416118911,0.08408448689010085,0.0,0.36121802267129444,50,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.7,349,0.705050505050505,0.09666523711214671,0.051190123587346065,0.752487785087268,0.09352604757655208,0.252487785087268,0.07249720319356592,0.0,0.36789485067715066,50,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,370,0.7474747474747475,0.12927643567976688,0.06705678868237987,0.858473102479705,0.0915447161742666,0.358473102479705,0.1368834002608521,0.0,0.36002956515591755,50,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,307,0.614,0.05234339851612783,0.02444108399047806,0.4956991779631068,0.10568744261331911,-0.004300822036893193,0.011188332596336645,1.0,0.41593224081307345,51,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,310,0.62,0.0322479665147809,0.015196086325878046,0.5077173996483259,0.10745993292709484,0.007717399648325851,0.011607195442027702,1.0,0.42289156272590933,51,1,1000,0.5,medium,0.6,strong,1.0
