method,caliper,n_matched,retention,max_smd,mean_smd,att,se,bias,mse,coverage,ci_width,replication,scenario_id,n,treatment_prevalence,overlap_name,overlap_level,confounding_name,confounding_strength
Fixed-0.1,0.1,294,0.6,0.04075911409207814,0.025607590858990628,0.48460207269864886,0.09147387930473619,-0.015397927301351144,0.00860456676023514,1.0,0.36005828590248296,86,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,299,0.610204081632653,0.04677394772994858,0.026802948366119544,0.46920343687717875,0.0937257204934326,-0.030796563122821252,0.009732938982190964,1.0,0.36889628294230603,86,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,314,0.6408163265306123,0.06755059048801865,0.034926039728628094,0.5975205234578163,0.09504390185335262,0.09752052345781625,0.018543595774996216,1.0,0.3740114438188265,86,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,490,1.0,0.5070972592504934,0.3622749071602773,1.9523620537481732,0.10993927695604062,1.4523620537481732,2.1214421797852285,0.0,0.4320233371426101,86,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,322,0.6571428571428571,0.08519818156121674,0.045751990459153936,0.6495658262406668,0.09116151945977613,0.14956582624066683,0.030680359009268486,1.0,0.358699011536999,86,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.7,333,0.6795918367346939,0.13822426766320853,0.0563245576992899,0.7398835648937566,0.09427141692529921,0.23988356489375662,0.06643122475524073,0.0,0.37088921816066844,86,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,358,0.7306122448979592,0.1393295306008651,0.096034430104435,0.8312731774205546,0.09028294933224874,0.3312731774205546,0.11789292901843965,0.0,0.35510653075794174,86,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,314,0.6317907444668008,0.07642301302912241,0.025482114833375435,0.36973423532957755,0.09779371244531326,-0.13026576467042245,0.0265327796390065,1.0,0.3848323445780816,87,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,319,0.641851106639839,0.06894716857044138,0.025840020113057777,0.373180226000109,0.09945839423740542,-0.12681977399989097,0.025975227261666584,1.0,0.39135922294699754,87,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,335,0.6740442655935613,0.08357536734241347,0.04339630999242756,0.4320541175492285,0.09904484891641269,-0.06794588245077149,0.014426525038889072,1.0,0.38966065254401605,87,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,497,1.0,0.5016289756748932,0.33793403940159594,1.7369474186927507,0.10820214268654126,1.2369474186927507,1.5417466202926178,0.0,0.42518211221475255,87,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,349,0.7022132796780685,0.09500377117594976,0.05526947249334343,0.5037968825598835,0.09690703841316665,0.00379688255988353,0.009405390411184504,1.0,0.38119434478823266,87,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,340,0.6841046277665996,0.07645400708888278,0.048858209711108845,0.45575466956875105,0.09767418269299709,-0.04424533043124895,0.011497895229715376,1.0,0.3842475898615622,87,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,368,0.7404426559356136,0.11744212913494442,0.0683741947059782,0.6186657045725553,0.09730564421153397,0.11866570457255532,0.02354993783712261,1.0,0.3826931630599888,87,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,294,0.6024590163934426,0.08848675004379412,0.052085539627444576,0.6633708476545708,0.1074198477478548,0.16337084765457077,0.038229057553545276,1.0,0.42282459808169204,88,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,301,0.6168032786885246,0.07309617713535757,0.04037091996141035,0.6682043187267431,0.10814049949699549,0.16820431872674313,0.03998706046978747,1.0,0.42562002919883096,88,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,326,0.6680327868852459,0.08393102390810157,0.040112554807798136,0.7133364089903165,0.1053329702450785,0.21333640899031647,0.05660745802153418,0.0,0.4144410143113024,88,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,488,1.0,0.4986534813438248,0.3517283265494881,1.772575942944037,0.0973772966152119,1.272575942944037,1.628931868455992,0.0,0.38266299791107894,88,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,336,0.6885245901639344,0.0736877394349929,0.04893658632698567,0.720357439469557,0.10709463685042747,0.220357439469557,0.06002666237170441,0.0,0.42132542520187943,88,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,336,0.6885245901639344,0.0736877394349929,0.04893658632698567,0.720357439469557,0.10709463685042747,0.220357439469557,0.06002666237170441,0.0,0.42132542520187943,88,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.6,336,0.6885245901639344,0.0736877394349929,0.04893658632698567,0.720357439469557,0.10709463685042747,0.220357439469557,0.06002666237170441,0.0,0.42132542520187943,88,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,310,0.6553911205073996,0.026839779895859363,0.015660815744147592,0.44730293740110355,0.10247785761277496,-0.05269706259889645,0.01327869170745619,1.0,0.40328539363663307,89,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,315,0.6659619450317125,0.038043348984078004,0.019377695401538473,0.4668978826637166,0.10083753239065955,-0.033102117336283376,0.011263958110782386,1.0,0.396805309471722,89,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,339,0.7167019027484144,0.06056977190666926,0.03486976183572176,0.5480053706918963,0.097915236021694,0.048005370691896254,0.011891909060450415,1.0,0.38519997016076135,89,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,473,1.0,0.5397665320647377,0.3499573925289803,1.8054083232761373,0.10724446378323028,1.3054083232761373,1.715592265490769,0.0,0.42147131673980476,89,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,354,0.7484143763213531,0.0989147320060684,0.060654453822215244,0.646775259395241,0.09622566638386242,0.14677525939524105,0.030802355641558685,1.0,0.37849538498563096,89,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,346,0.7315010570824524,0.06841911246391129,0.0445327679828167,0.6135324904899147,0.09632401531810317,0.11353249048991465,0.022167942323844732,1.0,0.37891245857538797,89,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.6,346,0.7315010570824524,0.06841911246391129,0.0445327679828167,0.6135324904899147,0.09632401531810317,0.11353249048991465,0.022167942323844732,1.0,0.37891245857538797,89,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,330,0.6875,0.025313127265658864,0.013539302805637329,0.48911167116023907,0.10822565568883839,-0.01088832883976093,0.011831348254201767,1.0,0.42580316765565407,90,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,337,0.7020833333333333,0.027882088745640552,0.01572237128900449,0.4839079170487811,0.1064622584219491,-0.01609208295121889,0.011593167602010783,1.0,0.41883303968753727,90,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,350,0.7291666666666666,0.05656346788649874,0.023039144371321974,0.5611982293971828,0.1087907746750482,0.06119822939718278,0.015580655935747315,1.0,0.4279360310573961,90,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,480,1.0,0.38648547546059436,0.27489125092047845,1.5311694131010862,0.10897193538759246,1.0311694131010862,1.0751852412173561,0.0,0.4282442013280443,90,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.9,376,0.7833333333333333,0.09884431799655045,0.0630519865962883,0.7045109489647811,0.10326768212978689,0.20451094896478106,0.05248894241893399,0.0,0.40611258530862737,90,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.2,337,0.7020833333333333,0.027882088745640552,0.01572237128900449,0.4839079170487811,0.1064622584219491,-0.01609208295121889,0.011593167602010783,1.0,0.41883303968753727,90,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,376,0.7833333333333333,0.09884431799655045,0.0630519865962883,0.7045109489647811,0.10326768212978689,0.20451094896478106,0.05248894241893399,0.0,0.40611258530862737,90,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,322,0.6584867075664622,0.062075177829734755,0.04693203835237857,0.6434957752288506,0.1034294627141068,0.1434957752288506,0.03128869126585762,1.0,0.4069704658194397,91,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,324,0.6625766871165644,0.0710114293258173,0.04521724945956559,0.6750267410982311,0.10303105087643667,0.17502674109823113,0.04124975754417011,1.0,0.4053933100997935,91,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,337,0.689161554192229,0.061470742880512075,0.036049221382577164,0.6915591716279222,0.10124553641904925,0.19155917162792224,0.0469455748795568,1.0,0.39830994008335924,91,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,489,1.0,0.46900236411736246,0.3021067065657385,1.5934768423508159,0.10417406298095755,1.0934768423508159,1.2065438401554716,0.0,0.40937012138938833,91,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,360,0.7361963190184049,0.09306016795184338,0.05145719926841886,0.7933805449926655,0.09856149397866576,0.2933805449926655,0.09578651227550002,0.0,0.387660873111648,91,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,360,0.7361963190184049,0.09306016795184338,0.05145719926841886,0.7933805449926655,0.09856149397866576,0.2933805449926655,0.09578651227550002,0.0,0.387660873111648,91,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,370,0.7566462167689162,0.11448734056870201,0.06597826304719193,0.8495954949556274,0.10066767916394026,0.34959549495562736,0.1323509917215241,0.0,0.3959086036779579,91,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,280,0.5668016194331984,0.05707713790645759,0.024562589941420136,0.45146031528100156,0.1076125374269695,-0.048539684718998444,0.013936559204090681,1.0,0.4236712327616007,92,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,285,0.5769230769230769,0.04205333902523233,0.025597771789282187,0.4852062047461467,0.1043310127872075,-0.014793795253853326,0.011103816607217386,1.0,0.4107203484061586,92,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,305,0.6174089068825911,0.0811949087828575,0.031048044830164895,0.5973177799838281,0.10345057655418506,0.09731777998382807,0.020172772090374068,1.0,0.40713970439886316,92,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,494,1.0,0.5753490150094348,0.38006395631690637,1.87238319939809,0.10981714886260008,1.37238319939809,1.895495452174448,0.0,0.4315347288839049,92,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,320,0.6477732793522267,0.09694579227245749,0.04758327174248616,0.6344746776086302,0.1038733660315053,0.1344746776086302,0.028873115088660105,1.0,0.4087268179469681,92,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,305,0.6174089068825911,0.0811949087828575,0.031048044830164895,0.5973177799838281,0.10345057655418506,0.09731777998382807,0.020172772090374068,1.0,0.40713970439886316,92,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,394,0.7975708502024291,0.26517468166297437,0.16984612167041224,1.0970160256680932,0.10058398358483225,0.5970160256680932,0.3665452726583191,0.0,0.39549996817897304,92,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,294,0.6391304347826087,0.040778945684543,0.024022446267957697,0.4597500002727576,0.11407224242126918,-0.040249999727242414,0.014632538969059819,1.0,0.44900966688452315,93,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,298,0.6478260869565218,0.040223488794670116,0.01911116921980864,0.4758187479279856,0.11142634189389765,-0.02418125207201438,0.01300056261962607,1.0,0.43857041028025656,93,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,311,0.6760869565217391,0.07394282386737278,0.027326937692684353,0.5602421973660203,0.1102045504006672,0.06024219736602032,0.015774165272499745,1.0,0.43368706985732675,93,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,460,1.0,0.42924482480495024,0.29291459406554815,1.5744174086574436,0.1068818986751219,1.0744174086574436,1.1657965082905752,0.0,0.4200770189222234,93,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,319,0.6934782608695652,0.09701101908519498,0.03854682314312906,0.595168205495572,0.10937671503150118,0.09516820549557203,0.02102025312832964,1.0,0.430386862078703,93,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.35,303,0.658695652173913,0.05936637878529661,0.024712687341029396,0.5110929382988307,0.11225400436277652,0.011092938298830735,0.012724014775579915,1.0,0.4417981360160717,93,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,344,0.7478260869565218,0.14333792252664762,0.07594378028206149,0.7550111518270072,0.1060217117892213,0.2550111518270072,0.07627129092685361,0.0,0.41706911769774924,93,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,273,0.5723270440251572,0.014653988226551375,0.0062193124708721905,0.5092937070566456,0.10403875405743537,0.009293707056645562,0.010910435336678268,1.0,0.4096471523261531,94,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,278,0.5828092243186582,0.028734843279751263,0.010605072420266655,0.512975503281412,0.10211282328776604,0.012975503281411949,0.010595392365204468,1.0,0.4020314694312952,94,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,298,0.6247379454926625,0.0632064845161454,0.035214727350373586,0.6460654021532747,0.10452764373588867,0.14606540215327468,0.03226113001117473,1.0,0.41141736163724674,94,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,477,1.0,0.513718009743744,0.3312358581293497,1.963172735734861,0.10442065431392755,1.463172735734861,2.151778127645186,0.0,0.41036486553013085,94,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,304,0.6373165618448637,0.07676449501155787,0.0494867065458246,0.7014972462677022,0.10088863469839486,0.20149724626770216,0.050779656864773176,0.0,0.3970621730976174,94,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.15,275,0.5765199161425576,0.027738864452345843,0.01113651702572871,0.5032253048204771,0.10258226179596105,0.003225304820477115,0.010533523026360084,1.0,0.40389911479286655,94,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,342,0.7169811320754716,0.15291803518744213,0.10545982442894171,0.9257098480535313,0.10008615927872251,0.4257098480535313,0.19124611400892652,0.0,0.39372796701270263,94,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,299,0.6255230125523012,0.04676138028149373,0.013055401349470724,0.7108767265007213,0.11659901290874766,0.2108767265007213,0.05806432359095432,1.0,0.4589235722097533,95,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,308,0.6443514644351465,0.05232459264412602,0.01894352339199923,0.6828354167388818,0.11168640367478883,0.18283541673888182,0.04590264237988847,1.0,0.4395354282168191,95,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,333,0.696652719665272,0.057492677030911155,0.03286722077054279,0.7452604208268517,0.10887299359081878,0.24526042082685173,0.07200600275759088,0.0,0.4283357648448973,95,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,478,1.0,0.44758656186542856,0.3483061899167888,1.7827484009064256,0.10494887544162104,1.2827484009064256,1.6564577264844529,0.0,0.4124385285214638,95,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,350,0.7322175732217573,0.08373059185109873,0.044813450285084634,0.8621870884718055,0.10803793105071867,0.3621870884718055,0.14285168160140327,0.0,0.4249746686297017,95,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,358,0.7489539748953975,0.10789310739231463,0.05581801174412332,0.8666548617582638,0.10699417714996935,0.3666548617582638,0.14588354159497055,0.0,0.4208361749371299,95,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,365,0.7635983263598326,0.10976197625604163,0.06701739394495014,0.8974464599817019,0.10789685914314404,0.3974464599817019,0.16960542076494206,0.0,0.4243589013407518,95,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,302,0.611336032388664,0.059674905019033726,0.03977087095409146,0.5063106971040526,0.10357689674238614,0.006310697104052632,0.010767998436722019,1.0,0.407653088565487,96,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,306,0.6194331983805668,0.07349022678369654,0.035945740105265155,0.5352990091320666,0.10211494375627425,0.03529900913206663,0.011673481784052777,1.0,0.40187792662143146,96,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,320,0.6477732793522267,0.07702074235651199,0.04486842617921979,0.6127652032542802,0.09903188506457877,0.11276520325428019,0.022523305324423065,1.0,0.38967628376901065,96,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,494,1.0,0.5358013953912087,0.36173111909010913,2.0023437225114495,0.11044394508882804,1.5023437225114495,2.2692345255763433,0.0,0.4339977716996417,96,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,335,0.6781376518218624,0.09122328208535325,0.05334313139850259,0.6617769745713339,0.09981768077325666,0.1617769745713339,0.03613535889640578,1.0,0.3927011152125872,96,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,320,0.6477732793522267,0.07702074235651199,0.04486842617921979,0.6127652032542802,0.09903188506457877,0.11276520325428019,0.022523305324423065,1.0,0.38967628376901065,96,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,344,0.6963562753036437,0.10212429694056901,0.06005147066828001,0.708702070946268,0.0944491447931626,0.20870207094626803,0.05247719536942089,0.0,0.37154485455304687,96,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,296,0.6078028747433265,0.04048401735446432,0.016385587308743354,0.47049135518826574,0.10855910391457832,-0.029508644811734264,0.012655839161361305,1.0,0.4272969084444907,97,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,300,0.6160164271047228,0.04661420972579137,0.022271560901290507,0.4991491592543364,0.10819016305823333,-0.0008508407456636058,0.011705835312541598,1.0,0.4258212635666999,97,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,316,0.648870636550308,0.09491668635524081,0.04386124066321584,0.6064395146947341,0.10666648942151652,0.10643951469473412,0.022707110253961015,1.0,0.4197376559593167,97,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,487,1.0,0.49250920803004533,0.3502628081180185,1.8434467264089551,0.10532405128628759,1.3434467264089551,1.8159422624782944,0.0,0.4138934353548991,97,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,324,0.6652977412731006,0.098763544650825,0.05119421686590315,0.64120061360318,0.1055621304206304,0.14120061360318004,0.031080976660856734,1.0,0.41535227592435,97,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,316,0.648870636550308,0.09491668635524081,0.04386124066321584,0.6064395146947341,0.10666648942151652,0.10643951469473412,0.022707110253961015,1.0,0.4197376559593167,97,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,340,0.6981519507186859,0.10511699469116571,0.07711003832317635,0.6930340798660275,0.10649581404439233,0.1930340798660275,0.048603514398701676,1.0,0.4189516487230023,97,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,300,0.6085192697768763,0.06660580622105501,0.028603644300542717,0.44262966795154807,0.1142663667942674,-0.05737033204845193,0.016348157579711687,1.0,0.44973634678155816,98,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,304,0.6166328600405679,0.07230643389749049,0.03212977939407662,0.45901832340493026,0.11349230528268496,-0.04098167659506974,0.014560001174921048,1.0,0.4466657864894078,98,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,318,0.6450304259634888,0.11957041889513766,0.04584965241731075,0.5726522111290945,0.11257040916129771,0.07265221112909448,0.0179504408006885,1.0,0.44295907967809556,98,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,493,1.0,0.45718932404457163,0.341768905178461,1.6553141081608607,0.10188341401395647,1.1553141081608607,1.3451309185666642,0.0,0.4003605248792348,98,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.45,314,0.6369168356997972,0.09552196490756942,0.04240688079048562,0.5675214156657049,0.11050116134771573,0.06752141566570491,0.016769648232694806,1.0,0.4348379863769074,98,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,318,0.6450304259634888,0.11957041889513766,0.04584965241731075,0.5726522111290945,0.11257040916129771,0.07265221112909448,0.0179504408006885,1.0,0.44295907967809556,98,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,407,0.8255578093306288,0.21033667032298572,0.16670570949489602,1.0802203592008566,0.10311021375922103,0.5802203592008566,0.34728738141264326,0.0,0.4053931025055829,98,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,311,0.6465696465696466,0.03151313123753185,0.01890758245662602,0.5694866754960909,0.10605204856567453,0.06948667549609089,0.016075435076475228,1.0,0.4173457631975952,99,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,316,0.656964656964657,0.0316452517069244,0.01843377979332945,0.5860999107823621,0.1033722470103294,0.08609991078236212,0.018099016088695272,1.0,0.4067746570331092,99,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,330,0.6860706860706861,0.053595636602696374,0.028414459300266343,0.6666697416332595,0.09905363646607135,0.16666974163325954,0.037590425673250105,1.0,0.38971676269007505,99,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,481,1.0,0.4565852612631476,0.2839613406208768,1.8011814863154791,0.10587847678528299,1.3011814863154791,1.7042835121765312,0.0,0.41608515342266816,99,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,351,0.7297297297297297,0.09357462778682105,0.0482264871663504,0.7612096137702741,0.09923255308021876,0.2612096137702741,0.0780775619168342,0.0,0.39033422508596805,99,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,330,0.6860706860706861,0.053595636602696374,0.028414459300266343,0.6666697416332595,0.09905363646607135,0.16666974163325954,0.037590425673250105,1.0,0.38971676269007505,99,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,369,0.7671517671517671,0.1305945488581392,0.0673379506958048,0.9027201652970042,0.09901550958481549,0.40272016529700416,0.17198760267518706,0.0,0.3894143879434766,99,1,1000,0.5,medium,0.6,strong,1.0
